EmployeeID,Age,Department,JobRole,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,TrainingTimesLastYear,YearsWithCurrManager,PromotionGapRatio,RoleStagnationIndex,TrainingIntensityScore,ManagerStabilityIndicator,Cluster,CareerPathSegment,PromotionGapRiskScore,Attrition,JobSatisfaction,EnvironmentSatisfaction
707,39,Research & Development,Manufacturing Director,21,6,11,3,8,0.5238095238095238,0.2857142857142857,0.14285714285714285,0.38095238095238093,0,High-Risk Stagnation Profile,High,0,4,4
708,27,Research & Development,Manufacturing Director,3,2,2,2,2,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666,4,Promotion-Stalled Employees,High,0,4,1
709,35,Research & Development,Laboratory Technician,3,2,1,4,2,0.3333333333333333,0.6666666666666666,1.3333333333333333,0.6666666666666666,3,Fast-Track Performers,Medium,0,4,2
710,42,Sales,Manager,1,0,0,3,0,0.0,0.0,3.0,0.0,1,Early-Career Explorers,Low,0,3,4
711,50,Research & Development,Laboratory Technician,1,0,0,5,0,0.0,0.0,5.0,0.0,1,Early-Career Explorers,Low,0,4,1
712,37,Research & Development,Healthcare Representative,1,0,0,2,0,0.0,0.0,2.0,0.0,1,Early-Career Explorers,Low,1,2,1
713,55,Research & Development,Healthcare Representative,8,7,6,3,7,0.75,0.875,0.375,0.875,0,High-Risk Stagnation Profile,High,0,2,3
714,41,Research & Development,Research Director,21,16,5,3,10,0.23809523809523808,0.7619047619047619,0.14285714285714285,0.47619047619047616,2,High-Risk Stagnation Profile,High,0,3,2
715,38,Sales,Sales Executive,1,0,0,1,0,0.0,0.0,1.0,0.0,1,Early-Career Explorers,Low,0,4,2
716,26,Sales,Sales Executive,2,2,2,6,2,1.0,1.0,3.0,1.0,4,Promotion-Stalled Employees,High,1,1,2
717,44,Sales,Sales Executive,12,11,11,2,11,0.9166666666666666,0.9166666666666666,0.16666666666666666,0.9166666666666666,0,High-Risk Stagnation Profile,High,0,4,4
718,50,Sales,Sales Executive,18,7,0,3,13,0.0,0.3888888888888889,0.16666666666666666,0.7222222222222222,2,High-Risk Stagnation Profile,Medium,0,3,4
719,36,Research & Development,Laboratory Technician,17,13,15,1,14,0.8823529411764706,0.7647058823529411,0.058823529411764705,0.8235294117647058,0,High-Risk Stagnation Profile,High,1,1,3
720,39,Research & Development,Manufacturing Director,21,6,2,2,8,0.09523809523809523,0.2857142857142857,0.09523809523809523,0.38095238095238093,2,High-Risk Stagnation Profile,Medium,0,1,4
721,33,Sales,Sales Representative,2,2,2,2,2,1.0,1.0,1.0,1.0,4,Promotion-Stalled Employees,High,0,4,2
722,45,Sales,Manager,9,3,1,4,1,0.1111111111111111,0.3333333333333333,0.4444444444444444,0.1111111111111111,3,Fast-Track Performers,Low,0,4,4
723,32,Research & Development,Laboratory Technician,8,7,7,2,7,0.875,0.875,0.25,0.875,0,High-Risk Stagnation Profile,High,0,3,4
724,34,Sales,Sales Executive,15,1,0,2,9,0.0,0.06666666666666667,0.13333333333333333,0.6,2,High-Risk Stagnation Profile,Medium,0,4,2
725,59,Sales,Manager,6,4,0,1,4,0.0,0.6666666666666666,0.16666666666666666,0.6666666666666666,3,Fast-Track Performers,Medium,0,4,2
726,45,Human Resources,Human Resources,6,3,0,3,4,0.0,0.5,0.5,0.6666666666666666,3,Fast-Track Performers,Low,0,2,2
727,36,Research & Development,Laboratory Technician,1,0,0,3,0,0.0,0.0,3.0,0.0,1,Early-Career Explorers,Low,1,3,1
728,26,Research & Development,Research Scientist,3,2,1,2,2,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,3,Fast-Track Performers,Medium,1,1,1
729,34,Sales,Sales Representative,1,1,0,2,0,0.0,1.0,2.0,0.0,3,Fast-Track Performers,Medium,0,3,3
730,28,Sales,Sales Representative,1,0,0,5,0,0.0,0.0,5.0,0.0,1,Early-Career Explorers,Low,0,2,4
731,38,Research & Development,Research Scientist,2,2,2,2,2,1.0,1.0,1.0,1.0,4,Promotion-Stalled Employees,High,0,3,3
732,37,Research & Development,Healthcare Representative,4,3,0,3,1,0.0,0.75,0.75,0.25,3,Fast-Track Performers,Medium,0,2,4
733,40,Sales,Sales Executive,7,7,7,3,5,1.0,1.0,0.42857142857142855,0.7142857142857143,0,High-Risk Stagnation Profile,High,0,1,3
734,26,Research & Development,Research Scientist,5,3,1,5,3,0.2,0.6,1.0,0.6,3,Fast-Track Performers,Low,0,3,1
735,46,Research & Development,Research Director,2,2,2,0,2,1.0,1.0,0.0,1.0,4,Promotion-Stalled Employees,High,0,4,4
736,54,Sales,Sales Executive,9,4,7,4,0,0.7777777777777778,0.4444444444444444,0.4444444444444444,0.0,0,High-Risk Stagnation Profile,High,0,3,3
737,56,Research & Development,Research Scientist,5,4,0,4,3,0.0,0.8,0.8,0.6,3,Fast-Track Performers,Medium,0,3,1
738,36,Research & Development,Manufacturing Director,14,8,7,2,8,0.5,0.5714285714285714,0.14285714285714285,0.5714285714285714,0,High-Risk Stagnation Profile,High,0,4,4
739,43,Sales,Sales Executive,1,0,0,5,0,0.0,0.0,5.0,0.0,1,Early-Career Explorers,Low,0,4,3
740,20,Sales,Sales Representative,2,2,0,3,2,0.0,1.0,1.5,1.0,3,Fast-Track Performers,Medium,1,4,4
741,21,Research & Development,Laboratory Technician,1,0,1,6,0,1.0,0.0,6.0,0.0,1,Early-Career Explorers,Medium,1,1,3
742,46,Research & Development,Research Scientist,16,13,1,2,7,0.0625,0.8125,0.125,0.4375,2,High-Risk Stagnation Profile,High,0,1,4
743,51,Research & Development,Research Scientist,10,0,2,2,7,0.2,0.0,0.2,0.7,3,Fast-Track Performers,Medium,1,3,1
744,28,Research & Development,Healthcare Representative,10,7,1,2,9,0.1,0.7,0.2,0.9,2,High-Risk Stagnation Profile,High,1,1,2
745,26,Research & Development,Laboratory Technician,5,3,1,2,3,0.2,0.6,0.4,0.6,3,Fast-Track Performers,Low,0,1,1
746,30,Research & Development,Manufacturing Director,6,2,0,1,2,0.0,0.3333333333333333,0.16666666666666666,0.3333333333333333,3,Fast-Track Performers,Medium,0,1,3
747,41,Research & Development,Research Scientist,10,6,0,3,8,0.0,0.6,0.3,0.8,2,High-Risk Stagnation Profile,Medium,0,3,2
748,38,Research & Development,Healthcare Representative,19,9,1,4,9,0.05263157894736842,0.47368421052631576,0.21052631578947367,0.47368421052631576,2,High-Risk Stagnation Profile,Medium,0,3,3
749,40,Research & Development,Healthcare Representative,11,10,11,6,1,1.0,0.9090909090909091,0.5454545454545454,0.09090909090909091,0,High-Risk Stagnation Profile,High,0,4,1
750,27,Research & Development,Laboratory Technician,3,2,1,4,2,0.3333333333333333,0.6666666666666666,1.3333333333333333,0.6666666666666666,3,Fast-Track Performers,Medium,0,3,1
751,55,Research & Development,Manufacturing Director,3,2,1,4,2,0.3333333333333333,0.6666666666666666,1.3333333333333333,0.6666666666666666,3,Fast-Track Performers,Medium,0,2,4
752,28,Research & Development,Research Scientist,8,7,1,4,7,0.125,0.875,0.5,0.875,2,High-Risk Stagnation Profile,Medium,0,3,3
753,44,Human Resources,Human Resources,20,6,3,1,6,0.15,0.3,0.05,0.3,2,High-Risk Stagnation Profile,Medium,1,1,2
754,33,Research & Development,Healthcare Representative,3,2,1,2,2,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,3,Fast-Track Performers,Medium,0,4,4
755,35,Sales,Sales Executive,8,7,4,2,7,0.5,0.875,0.25,0.875,2,High-Risk Stagnation Profile,High,1,1,4
756,33,Research & Development,Research Scientist,13,7,3,4,8,0.23076923076923078,0.5384615384615384,0.3076923076923077,0.6153846153846154,2,High-Risk Stagnation Profile,Medium,1,3,1
757,28,Research & Development,Laboratory Technician,4,2,2,5,2,0.5,0.5,1.25,0.5,3,Fast-Track Performers,Medium,0,3,1
758,34,Research & Development,Healthcare Representative,6,2,0,1,4,0.0,0.3333333333333333,0.16666666666666666,0.6666666666666666,3,Fast-Track Performers,Medium,0,4,1
759,37,Sales,Sales Executive,1,0,0,5,0,0.0,0.0,5.0,0.0,1,Early-Career Explorers,Low,0,4,4
760,25,Research & Development,Laboratory Technician,7,7,5,3,6,0.7142857142857143,1.0,0.42857142857142855,0.8571428571428571,0,High-Risk Stagnation Profile,High,1,4,4
761,26,Research & Development,Laboratory Technician,1,1,0,0,0,0.0,1.0,0.0,0.0,3,Fast-Track Performers,Medium,1,3,1
762,33,Research & Development,Research Scientist,2,2,2,0,2,1.0,1.0,0.0,1.0,4,Promotion-Stalled Employees,High,1,2,1
763,42,Research & Development,Manager,22,6,13,3,7,0.5909090909090909,0.2727272727272727,0.13636363636363635,0.3181818181818182,0,High-Risk Stagnation Profile,High,0,1,4
764,28,Research & Development,Laboratory Technician,1,0,0,2,0,0.0,0.0,2.0,0.0,1,Early-Career Explorers,Low,1,2,1
765,50,Sales,Sales Executive,0,0,0,4,0,0.0,0.0,0.0,0.0,1,Early-Career Explorers,Medium,1,3,4
766,33,Sales,Sales Executive,3,2,0,3,2,0.0,0.6666666666666666,1.0,0.6666666666666666,3,Fast-Track Performers,Medium,0,2,4
767,34,Research & Development,Research Scientist,0,0,0,2,0,0.0,0.0,0.0,0.0,1,Early-Career Explorers,Medium,0,4,3
768,48,Research & Development,Manager,5,4,2,3,1,0.4,0.8,0.6,0.2,3,Fast-Track Performers,Medium,0,4,1
769,45,Sales,Sales Executive,15,10,4,2,12,0.26666666666666666,0.6666666666666666,0.13333333333333333,0.8,2,High-Risk Stagnation Profile,High,0,3,2
770,52,Research & Development,Healthcare Representative,8,6,4,4,0,0.5,0.75,0.5,0.0,3,Fast-Track Performers,Medium,0,2,2
771,38,Sales,Sales Executive,8,7,2,2,7,0.25,0.875,0.25,0.875,2,High-Risk Stagnation Profile,High,0,3,3
772,29,Research & Development,Research Scientist,7,5,1,1,7,0.14285714285714285,0.7142857142857143,0.14285714285714285,1.0,2,High-Risk Stagnation Profile,High,0,4,3
773,28,Research & Development,Manufacturing Director,9,7,1,3,7,0.1111111111111111,0.7777777777777778,0.3333333333333333,0.7777777777777778,2,High-Risk Stagnation Profile,Medium,0,2,4
774,46,Sales,Manager,12,9,4,3,9,0.3333333333333333,0.75,0.25,0.75,2,High-Risk Stagnation Profile,High,0,3,1
775,38,Sales,Sales Executive,1,0,0,2,0,0.0,0.0,2.0,0.0,1,Early-Career Explorers,Low,0,2,4
776,43,Research & Development,Manufacturing Director,8,7,0,1,1,0.0,0.875,0.125,0.125,3,Fast-Track Performers,Medium,0,1,3
777,39,Research & Development,Healthcare Representative,18,7,11,4,5,0.6111111111111112,0.3888888888888889,0.2222222222222222,0.2777777777777778,0,High-Risk Stagnation Profile,High,1,4,1
778,40,Research & Development,Research Director,20,7,4,2,9,0.2,0.35,0.1,0.45,2,High-Risk Stagnation Profile,Medium,0,3,3
779,21,Research & Development,Research Scientist,2,2,2,6,2,1.0,1.0,3.0,1.0,4,Promotion-Stalled Employees,High,0,2,4
780,39,Research & Development,Laboratory Technician,5,4,0,2,3,0.0,0.8,0.4,0.6,3,Fast-Track Performers,Medium,0,2,3
781,36,Research & Development,Manufacturing Director,11,9,0,0,9,0.0,0.8181818181818182,0.0,0.8181818181818182,2,High-Risk Stagnation Profile,High,0,4,1
782,31,Sales,Sales Representative,2,2,2,4,2,1.0,1.0,2.0,1.0,4,Promotion-Stalled Employees,High,0,4,3
783,28,Research & Development,Research Scientist,5,3,0,2,4,0.0,0.6,0.4,0.8,3,Fast-Track Performers,Low,0,2,1
784,35,Sales,Sales Executive,5,2,0,3,2,0.0,0.4,0.6,0.4,3,Fast-Track Performers,Low,0,4,4
785,49,Sales,Sales Executive,9,8,2,3,3,0.2222222222222222,0.8888888888888888,0.3333333333333333,0.3333333333333333,2,High-Risk Stagnation Profile,Medium,0,2,4
786,34,Research & Development,Manufacturing Director,3,2,0,3,2,0.0,0.6666666666666666,1.0,0.6666666666666666,3,Fast-Track Performers,Medium,0,3,4
787,29,Research & Development,Research Scientist,7,5,1,2,1,0.14285714285714285,0.7142857142857143,0.2857142857142857,0.14285714285714285,3,Fast-Track Performers,Medium,0,2,4
788,42,Research & Development,Laboratory Technician,1,0,0,3,0,0.0,0.0,3.0,0.0,1,Early-Career Explorers,Low,0,4,2
789,29,Research & Development,Manufacturing Director,10,7,1,2,2,0.1,0.7,0.2,0.2,3,Fast-Track Performers,Medium,0,4,2
790,38,Human Resources,Human Resources,7,6,5,2,0,0.7142857142857143,0.8571428571428571,0.2857142857142857,0.0,3,Fast-Track Performers,High,0,3,3
791,28,Research & Development,Research Scientist,3,1,0,2,2,0.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,3,Fast-Track Performers,Low,0,3,3
792,18,Research & Development,Laboratory Technician,0,0,0,0,0,0.0,0.0,0.0,0.0,1,Early-Career Explorers,Medium,1,3,3
793,33,Sales,Sales Executive,5,2,0,3,3,0.0,0.4,0.6,0.6,3,Fast-Track Performers,Low,1,1,1
794,41,Research & Development,Laboratory Technician,1,0,0,4,0,0.0,0.0,4.0,0.0,1,Early-Career Explorers,Low,0,4,2
795,31,Research & Development,Laboratory Technician,2,2,2,5,2,1.0,1.0,2.5,1.0,4,Promotion-Stalled Employees,High,1,3,3
796,37,Research & Development,Healthcare Representative,6,2,1,2,3,0.16666666666666666,0.3333333333333333,0.3333333333333333,0.5,3,Fast-Track Performers,Low,0,4,3
797,27,Research & Development,Research Scientist,4,2,2,0,2,0.5,0.5,0.0,0.5,3,Fast-Track Performers,Medium,0,3,4
798,34,Sales,Sales Executive,6,5,1,3,3,0.16666666666666666,0.8333333333333334,0.5,0.5,3,Fast-Track Performers,Medium,0,3,2
799,35,Human Resources,Human Resources,5,4,1,2,4,0.2,0.8,0.4,0.8,3,Fast-Track Performers,Medium,0,3,3
800,29,Sales,Sales Executive,11,8,3,3,10,0.2727272727272727,0.7272727272727273,0.2727272727272727,0.9090909090909091,2,High-Risk Stagnation Profile,High,1,1,4
801,40,Research & Development,Research Director,18,7,2,3,13,0.1111111111111111,0.3888888888888889,0.16666666666666666,0.7222222222222222,2,High-Risk Stagnation Profile,Medium,0,3,2
802,42,Sales,Sales Executive,21,9,13,2,14,0.6190476190476191,0.42857142857142855,0.09523809523809523,0.6666666666666666,0,High-Risk Stagnation Profile,High,1,1,3
803,42,Sales,Sales Executive,6,4,1,3,5,0.16666666666666666,0.6666666666666666,0.5,0.8333333333333334,3,Fast-Track Performers,Medium,0,1,2
804,35,Research & Development,Laboratory Technician,8,0,1,2,7,0.125,0.0,0.25,0.875,3,Fast-Track Performers,Medium,0,3,4
805,24,Research & Development,Laboratory Technician,4,3,1,2,2,0.25,0.75,0.5,0.5,3,Fast-Track Performers,Medium,0,2,4
806,28,Research & Development,Laboratory Technician,1,1,0,4,0,0.0,1.0,4.0,0.0,1,Early-Career Explorers,Medium,1,4,3
807,26,Research & Development,Laboratory Technician,8,7,0,2,7,0.0,0.875,0.25,0.875,2,High-Risk Stagnation Profile,High,0,4,1
808,30,Sales,Sales Executive,10,3,1,3,4,0.1,0.3,0.3,0.4,3,Fast-Track Performers,Low,0,3,3
809,40,Research & Development,Research Scientist,1,1,0,3,0,0.0,1.0,3.0,0.0,1,Early-Career Explorers,Medium,0,4,3
810,35,Research & Development,Manufacturing Director,7,7,6,2,4,0.8571428571428571,1.0,0.2857142857142857,0.5714285714285714,0,High-Risk Stagnation Profile,High,0,2,3
811,34,Research & Development,Healthcare Representative,13,9,4,3,9,0.3076923076923077,0.6923076923076923,0.23076923076923078,0.6923076923076923,2,High-Risk Stagnation Profile,High,0,1,4
812,35,Research & Development,Laboratory Technician,2,2,2,2,2,1.0,1.0,1.0,1.0,4,Promotion-Stalled Employees,High,0,4,4
813,43,Sales,Sales Executive,4,3,1,2,3,0.25,0.75,0.5,0.75,3,Fast-Track Performers,Medium,1,3,1
814,32,Sales,Sales Representative,1,0,0,3,0,0.0,0.0,3.0,0.0,1,Early-Career Explorers,Low,0,1,3
815,56,Research & Development,Manager,5,2,4,2,2,0.8,0.4,0.4,0.4,4,Promotion-Stalled Employees,High,0,1,4
816,29,Research & Development,Laboratory Technician,10,8,0,5,8,0.0,0.8,0.5,0.8,2,High-Risk Stagnation Profile,Medium,0,4,2
817,19,Research & Development,Research Scientist,1,1,0,4,0,0.0,1.0,4.0,0.0,1,Early-Career Explorers,Medium,0,1,3
818,45,Research & Development,Research Scientist,3,2,0,2,2,0.0,0.6666666666666666,0.6666666666666666,0.6666666666666666,3,Fast-Track Performers,Medium,0,3,1
819,37,Research & Development,Manufacturing Director,14,8,3,2,11,0.21428571428571427,0.5714285714285714,0.14285714285714285,0.7857142857142857,2,High-Risk Stagnation Profile,Medium,0,4,4
820,20,Research & Development,Laboratory Technician,2,2,1,2,2,0.5,1.0,1.0,1.0,4,Promotion-Stalled Employees,High,0,3,1
821,44,Research & Development,Research Scientist,6,4,0,4,2,0.0,0.6666666666666666,0.6666666666666666,0.3333333333333333,3,Fast-Track Performers,Medium,1,3,3
822,53,Research & Development,Manager,7,7,4,6,7,0.5714285714285714,1.0,0.8571428571428571,1.0,2,High-Risk Stagnation Profile,High,0,3,4
823,29,Research & Development,Research Scientist,5,4,1,2,3,0.2,0.8,0.4,0.6,3,Fast-Track Performers,Medium,0,4,2
824,22,Research & Development,Research Scientist,0,0,0,5,0,0.0,0.0,0.0,0.0,1,Early-Career Explorers,Medium,1,4,3
825,46,Sales,Manager,26,15,15,2,9,0.5769230769230769,0.5769230769230769,0.07692307692307693,0.34615384615384615,0,High-Risk Stagnation Profile,High,0,1,3
826,44,Research & Development,Research Scientist,0,0,0,3,0,0.0,0.0,0.0,0.0,1,Early-Career Explorers,Medium,0,3,4
827,33,Human Resources,Human Resources,5,4,1,2,4,0.2,0.8,0.4,0.8,3,Fast-Track Performers,Medium,0,3,2
828,41,Research & Development,Research Scientist,1,0,0,2,0,0.0,0.0,2.0,0.0,1,Early-Career Explorers,Low,1,1,1
829,30,Sales,Sales Executive,4,3,0,3,3,0.0,0.75,0.75,0.75,3,Fast-Track Performers,Medium,0,1,3
830,40,Sales,Sales Executive,0,0,0,2,0,0.0,0.0,0.0,0.0,1,Early-Career Explorers,Medium,0,2,2
831,28,Research & Development,Laboratory Technician,6,5,3,2,3,0.5,0.8333333333333334,0.3333333333333333,0.5,3,Fast-Track Performers,Medium,0,1,4
832,46,Research & Development,Research Director,4,2,0,2,3,0.0,0.5,0.5,0.75,3,Fast-Track Performers,Low,0,2,4
833,35,Sales,Sales Executive,7,7,1,2,7,0.14285714285714285,1.0,0.2857142857142857,1.0,2,High-Risk Stagnation Profile,High,0,1,3
834,24,Research & Development,Laboratory Technician,1,0,0,3,0,0.0,0.0,3.0,0.0,1,Early-Career Explorers,Low,1,2,4
835,33,Sales,Sales Executive,10,7,0,3,1,0.0,0.7,0.3,0.1,3,Fast-Track Performers,Medium,0,3,2
836,36,Research & Development,Laboratory Technician,7,7,1,4,7,0.14285714285714285,1.0,0.5714285714285714,1.0,2,High-Risk Stagnation Profile,Medium,0,3,3
837,30,Research & Development,Laboratory Technician,10,7,8,4,9,0.8,0.7,0.4,0.9,0,High-Risk Stagnation Profile,High,0,3,3
838,44,Research & Development,Research Scientist,20,11,13,3,17,0.65,0.55,0.15,0.85,0,High-Risk Stagnation Profile,High,0,4,4
839,20,Sales,Sales Representative,2,1,2,2,2,1.0,0.5,1.0,1.0,4,Promotion-Stalled Employees,High,0,4,3
840,46,Research & Development,Manufacturing Director,6,3,1,3,4,0.16666666666666666,0.5,0.5,0.6666666666666666,3,Fast-Track Performers,Low,0,4,4
841,42,Human Resources,Human Resources,4,3,0,3,3,0.0,0.75,0.75,0.75,3,Fast-Track Performers,Medium,0,1,4
842,60,Sales,Sales Executive,11,7,1,3,9,0.09090909090909091,0.6363636363636364,0.2727272727272727,0.8181818181818182,2,High-Risk Stagnation Profile,High,0,4,2
843,32,Research & Development,Laboratory Technician,2,2,2,2,2,1.0,1.0,1.0,1.0,4,Promotion-Stalled Employees,High,0,2,3
844,32,Research & Development,Research Scientist,8,7,0,2,7,0.0,0.875,0.25,0.875,2,High-Risk Stagnation Profile,High,0,3,4
845,36,Research & Development,Manufacturing Director,7,7,7,2,7,1.0,1.0,0.2857142857142857,1.0,0,High-Risk Stagnation Profile,High,0,1,3
846,33,Research & Development,Research Scientist,14,10,4,5,10,0.2857142857142857,0.7142857142857143,0.35714285714285715,0.7142857142857143,2,High-Risk Stagnation Profile,High,0,4,1
847,40,Sales,Sales Executive,5,1,1,2,3,0.2,0.2,0.4,0.6,3,Fast-Track Performers,Low,0,2,2
848,25,Sales,Sales Executive,4,3,1,4,1,0.25,0.75,1.0,0.25,3,Fast-Track Performers,Medium,0,4,3
849,30,Research & Development,Research Scientist,11,9,5,2,7,0.45454545454545453,0.8181818181818182,0.18181818181818182,0.6363636363636364,0,High-Risk Stagnation Profile,High,0,2,4
850,42,Research & Development,Research Director,1,0,0,6,0,0.0,0.0,6.0,0.0,1,Early-Career Explorers,Low,0,1,1
851,35,Sales,Sales Executive,13,2,4,6,12,0.3076923076923077,0.15384615384615385,0.46153846153846156,0.9230769230769231,2,High-Risk Stagnation Profile,Medium,0,4,3
852,27,Research & Development,Research Scientist,9,7,6,3,8,0.6666666666666666,0.7777777777777778,0.3333333333333333,0.8888888888888888,0,High-Risk Stagnation Profile,High,0,1,1
853,44,Research & Development,Research Scientist,10,5,7,5,7,0.7,0.5,0.5,0.7,0,High-Risk Stagnation Profile,High,0,4,1
854,19,Research & Development,Research Scientist,1,1,0,2,0,0.0,1.0,2.0,0.0,3,Fast-Track Performers,Medium,1,2,1
855,29,Research & Development,Research Scientist,3,2,1,5,2,0.3333333333333333,0.6666666666666666,1.6666666666666667,0.6666666666666666,3,Fast-Track Performers,Medium,0,4,1
856,31,Research & Development,Healthcare Representative,6,5,0,2,1,0.0,0.8333333333333334,0.3333333333333333,0.16666666666666666,3,Fast-Track Performers,Medium,0,1,3
857,31,Research & Development,Healthcare Representative,10,9,1,2,8,0.1,0.9,0.2,0.8,2,High-Risk Stagnation Profile,High,0,1,3
858,59,Sales,Sales Executive,6,1,0,2,5,0.0,0.16666666666666666,0.3333333333333333,0.8333333333333334,3,Fast-Track Performers,Low,0,4,3
859,43,Research & Development,Research Director,8,7,0,2,7,0.0,0.875,0.25,0.875,2,High-Risk Stagnation Profile,High,0,4,3
860,49,Research & Development,Manager,1,0,0,2,0,0.0,0.0,2.0,0.0,1,Early-Career Explorers,Low,0,3,1
861,36,Research & Development,Research Scientist,11,10,0,2,7,0.0,0.9090909090909091,0.18181818181818182,0.6363636363636364,2,High-Risk Stagnation Profile,High,0,2,3
862,48,Research & Development,Laboratory Technician,1,0,0,4,0,0.0,0.0,4.0,0.0,1,Early-Career Explorers,Low,0,2,4
863,27,Research & Development,Research Scientist,5,3,0,2,3,0.0,0.6,0.4,0.6,3,Fast-Track Performers,Low,0,3,1
864,29,Research & Development,Healthcare Representative,6,0,1,2,0,0.16666666666666666,0.0,0.3333333333333333,0.0,1,Early-Career Explorers,Low,0,4,3
865,48,Research & Development,Research Director,1,0,0,3,0,0.0,0.0,3.0,0.0,1,Early-Career Explorers,Low,0,4,4
866,29,Research & Development,Research Director,7,7,1,2,7,0.14285714285714285,1.0,0.2857142857142857,1.0,2,High-Risk Stagnation Profile,High,0,4,4
867,34,Research & Development,Research Scientist,1,0,0,5,0,0.0,0.0,5.0,0.0,1,Early-Career Explorers,Low,0,3,3
868,44,Sales,Manager,22,9,3,5,10,0.13636363636363635,0.4090909090909091,0.22727272727272727,0.45454545454545453,2,High-Risk Stagnation Profile,Medium,0,2,2
869,33,Sales,Sales Executive,9,8,0,3,8,0.0,0.8888888888888888,0.3333333333333333,0.8888888888888888,2,High-Risk Stagnation Profile,Medium,0,3,4
870,19,Research & Development,Research Scientist,1,0,0,2,1,0.0,0.0,2.0,1.0,3,Fast-Track Performers,Low,0,4,2
871,23,Research & Development,Research Scientist,1,0,0,2,1,0.0,0.0,2.0,1.0,3,Fast-Track Performers,Low,0,3,4
872,25,Sales,Sales Representative,1,0,1,4,0,1.0,0.0,4.0,0.0,1,Early-Career Explorers,Medium,1,4,3
873,26,Research & Development,Research Scientist,8,5,2,2,2,0.25,0.625,0.25,0.25,3,Fast-Track Performers,Medium,0,4,3
874,45,Sales,Manager,24,10,1,2,11,0.041666666666666664,0.4166666666666667,0.08333333333333333,0.4583333333333333,2,High-Risk Stagnation Profile,Medium,1,2,1
875,21,Research & Development,Laboratory Technician,2,2,2,2,2,1.0,1.0,1.0,1.0,4,Promotion-Stalled Employees,High,1,3,1
876,46,Sales,Manager,11,4,0,2,8,0.0,0.36363636363636365,0.18181818181818182,0.7272727272727273,2,High-Risk Stagnation Profile,Medium,0,2,4
877,34,Sales,Sales Executive,3,2,0,3,2,0.0,0.6666666666666666,1.0,0.6666666666666666,3,Fast-Track Performers,Medium,0,1,3
878,59,Research & Development,Manufacturing Director,9,7,5,6,4,0.5555555555555556,0.7777777777777778,0.6666666666666666,0.4444444444444444,0,High-Risk Stagnation Profile,High,0,4,4
879,34,Research & Development,Laboratory Technician,11,8,5,2,10,0.45454545454545453,0.7272727272727273,0.18181818181818182,0.9090909090909091,2,High-Risk Stagnation Profile,High,0,2,3
880,28,Research & Development,Laboratory Technician,4,2,0,2,2,0.0,0.5,0.5,0.5,3,Fast-Track Performers,Low,0,3,4
881,44,Research & Development,Manager,25,9,14,4,13,0.56,0.36,0.16,0.52,0,High-Risk Stagnation Profile,High,0,1,3
882,34,Human Resources,Human Resources,10,9,1,5,8,0.1,0.9,0.5,0.8,2,High-Risk Stagnation Profile,Medium,0,2,3
883,35,Research & Development,Research Scientist,3,2,2,3,2,0.6666666666666666,0.6666666666666666,1.0,0.6666666666666666,4,Promotion-Stalled Employees,High,0,3,3
884,42,Research & Development,Research Scientist,1,0,0,2,0,0.0,0.0,2.0,0.0,1,Early-Career Explorers,Low,0,2,2
885,43,Sales,Sales Executive,21,7,15,3,17,0.7142857142857143,0.3333333333333333,0.14285714285714285,0.8095238095238095,0,High-Risk Stagnation Profile,High,0,4,4
886,36,Research & Development,Manufacturing Director,16,14,5,2,12,0.3125,0.875,0.125,0.75,2,High-Risk Stagnation Profile,High,0,2,3
887,44,Research & Development,Healthcare Representative,10,7,0,2,5,0.0,0.7,0.2,0.5,2,High-Risk Stagnation Profile,High,1,4,1
888,28,Research & Development,Laboratory Technician,2,2,2,2,2,1.0,1.0,1.0,1.0,4,Promotion-Stalled Employees,High,0,4,4
889,51,Research & Development,Laboratory Technician,7,0,7,6,7,1.0,0.0,0.8571428571428571,1.0,0,High-Risk Stagnation Profile,High,0,3,2
890,30,Research & Development,Manufacturing Director,8,4,1,3,7,0.125,0.5,0.375,0.875,2,High-Risk Stagnation Profile,Medium,0,3,3
891,29,Research & Development,Laboratory Technician,7,7,7,2,7,1.0,1.0,0.2857142857142857,1.0,0,High-Risk Stagnation Profile,High,1,3,2
892,28,Research & Development,Research Scientist,3,2,1,2,2,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.6666666666666666,3,Fast-Track Performers,Medium,0,1,4
893,25,Research & Development,Research Scientist,2,2,2,3,1,1.0,1.0,1.5,0.5,4,Promotion-Stalled Employees,High,0,2,4
894,32,Sales,Sales Executive,10,7,0,4,8,0.0,0.7,0.4,0.8,2,High-Risk Stagnation Profile,Medium,0,4,3
895,45,Research & Development,Manager,0,0,0,4,0,0.0,0.0,0.0,0.0,1,Early-Career Explorers,Medium,0,2,2
896,39,Research & Development,Manager,19,9,15,4,2,0.7894736842105263,0.47368421052631576,0.21052631578947367,0.10526315789473684,0,High-Risk Stagnation Profile,High,0,2,3
897,58,Research & Development,Research Scientist,2,2,2,3,2,1.0,1.0,1.5,1.0,4,Promotion-Stalled Employees,High,0,3,1
